9 , 12

10 , 12

11 , 13

11 , 12

10 , 10

10 , 10

9 , 12

9 , 12

11 , 12

11 , 12

12 , 13

12 , 13

12 , 13

12 , 13

12 , 13

12 , 13

12 , 11

12 , 11

12 , 11

12 , 11

11 , 9

11 , 9

9 , 8

9 , 8

10 , 8

10 , 8

14 , 12

14 , 10

10 , 12

11 , 12

10 , 9

11 , 9

13 , 11

13 , 11

13 , 11

13 , 11

11 , 12

11 , 12

10 , 13

10 , 13

11 , 12

11 , 11

12 , 12

12 , 11

8 , 10

8 , 10

8 , 10

8 , 10

8 , 9

8 , 9

10 , 14

10 , 14

12 , 14

12 , 14

